user_id,transport,recycle,plastic,meat,task,score
4114,Car,Yes,Yes,Few times,Carry reusable water bottle,50
4115,Walk/Cycle,No,No,No,Carry reusable water bottle,80
4116,Public Transport,Yes,No,Rarely,Reduce electricity usage,100
4117,Walk/Cycle,No,No,Rarely,Reduce electricity usage,80
4118,Car,Yes,Yes,Few times,Walk instead of driving for short distances,50
4119,Public Transport,Yes,Yes,Rarely,Walk instead of driving for short distances,80
4120,Public Transport,No,Yes,Few times,Unplug unused chargers,60
4121,Car,No,No,No,Reduce electricity usage,50
4122,Public Transport,No,Yes,Rarely,Carry reusable water bottle,60
4123,Public Transport,Yes,No,No,Turn off unused lights,100
4124,Public Transport,No,Yes,Rarely,Use cloth bags while shopping,60
4125,Car,No,No,Few times,Carry reusable water bottle,50
4126,Public Transport,Yes,No,No,Turn off unused lights,100
4127,Public Transport,Yes,Yes,Daily,Carry reusable water bottle,70
4128,Walk/Cycle,Yes,Yes,Rarely,Unplug unused chargers,80
4129,Car,No,Yes,Few times,Walk instead of driving for short distances,30
4130,Public Transport,Yes,No,Rarely,Walk instead of driving for short distances,100
4131,Car,No,No,Few times,Use cloth bags while shopping,50
4132,Car,No,Yes,No,Carry reusable water bottle,30
4133,Public Transport,Yes,No,Daily,Walk instead of driving for short distances,90
4134,Car,No,Yes,Rarely,Use public transport today,30
4135,Public Transport,Yes,No,Few times,Use public transport today,100
4136,Car,Yes,Yes,Daily,Walk instead of driving for short distances,40
4137,Public Transport,Yes,No,Few times,Avoid single-use plastic,100
4138,Public Transport,No,Yes,Few times,Reduce electricity usage,60
4139,Walk/Cycle,Yes,No,No,Turn off unused lights,100
4140,Car,Yes,Yes,Rarely,Walk instead of driving for short distances,50
4141,Car,Yes,No,Few times,Reduce shower time by 2 minutes,70
4142,Walk/Cycle,Yes,Yes,Few times,Reduce shower time by 2 minutes,80
4143,Public Transport,Yes,No,No,Use cloth bags while shopping,100
4144,Walk/Cycle,Yes,No,No,Unplug unused chargers,100
4145,Car,Yes,No,Daily,Unplug unused chargers,60
4146,Car,Yes,Yes,Few times,Turn off unused lights,50
4147,Public Transport,No,No,Few times,Avoid single-use plastic,80
4148,Car,Yes,Yes,Rarely,Use cloth bags while shopping,50
4149,Walk/Cycle,Yes,Yes,Daily,Use public transport today,70
4150,Walk/Cycle,Yes,Yes,Few times,Reduce electricity usage,80
4151,Public Transport,Yes,Yes,No,Use public transport today,80
4152,Walk/Cycle,No,Yes,No,Use public transport today,60
4153,Car,Yes,No,Few times,Reduce electricity usage,70
4154,Walk/Cycle,Yes,No,Rarely,Walk instead of driving for short distances,100
4155,Car,No,Yes,Daily,Reduce shower time by 2 minutes,20
4156,Public Transport,Yes,Yes,No,Plant or water a plant,80
4157,Walk/Cycle,No,Yes,Few times,Turn off unused lights,60
4158,Car,No,Yes,Few times,Use public transport today,30
4159,Public Transport,No,No,Rarely,Avoid single-use plastic,80
4160,Walk/Cycle,No,Yes,No,Reduce shower time by 2 minutes,60
4161,Public Transport,No,Yes,Daily,Reduce electricity usage,50
4162,Public Transport,No,No,Rarely,Carry reusable water bottle,80
4163,Walk/Cycle,No,No,Daily,Reduce electricity usage,70
4164,Car,Yes,No,Rarely,Walk instead of driving for short distances,70
4165,Walk/Cycle,No,No,Daily,Avoid single-use plastic,70
4166,Public Transport,Yes,No,Few times,Reduce electricity usage,100
4167,Walk/Cycle,No,No,Daily,Plant or water a plant,70
4168,Public Transport,Yes,Yes,No,Plant or water a plant,80
4169,Car,No,No,No,Reduce electricity usage,50
4170,Car,No,Yes,Daily,Reduce electricity usage,20
4171,Walk/Cycle,Yes,Yes,No,Use cloth bags while shopping,80
4172,Public Transport,No,No,Daily,Use public transport today,70
4173,Public Transport,No,Yes,No,Reduce electricity usage,60
4174,Car,No,No,Daily,Reduce electricity usage,40
4175,Car,Yes,Yes,Few times,Carry reusable water bottle,50
4176,Walk/Cycle,Yes,Yes,Rarely,Use public transport today,80
4177,Walk/Cycle,No,No,Daily,Reduce shower time by 2 minutes,70
4178,Walk/Cycle,No,Yes,Few times,Carry reusable water bottle,60
4179,Walk/Cycle,Yes,No,Few times,Walk instead of driving for short distances,100
4180,Public Transport,No,No,Rarely,Unplug unused chargers,80
4181,Car,Yes,No,Few times,Plant or water a plant,70
4182,Walk/Cycle,Yes,Yes,Daily,Try vegetarian meal,70
4183,Walk/Cycle,Yes,Yes,Daily,Walk instead of driving for short distances,70
4184,Walk/Cycle,Yes,Yes,Daily,Turn off unused lights,70
4185,Car,No,Yes,Rarely,Avoid single-use plastic,30
4186,Walk/Cycle,Yes,Yes,Daily,Reduce shower time by 2 minutes,70
4187,Public Transport,Yes,Yes,Few times,Reduce electricity usage,80
4188,Walk/Cycle,Yes,No,Rarely,Turn off unused lights,100
4189,Walk/Cycle,No,No,Rarely,Reduce shower time by 2 minutes,80
4190,Car,No,Yes,Daily,Reduce electricity usage,20
4191,Public Transport,No,Yes,Daily,Use cloth bags while shopping,50
4192,Car,No,No,Rarely,Avoid single-use plastic,50
4193,Walk/Cycle,No,Yes,Daily,Use cloth bags while shopping,50
4194,Car,No,Yes,No,Unplug unused chargers,30
4195,Car,No,No,Daily,Reduce electricity usage,40
4196,Car,Yes,No,Rarely,Turn off unused lights,70
4197,Walk/Cycle,No,No,No,Reduce electricity usage,80
4198,Car,No,Yes,Rarely,Use cloth bags while shopping,30
4199,Walk/Cycle,No,No,No,Use public transport today,80
4200,Car,No,Yes,Few times,Try vegetarian meal,30
4201,Walk/Cycle,Yes,Yes,Rarely,Plant or water a plant,80
4202,Public Transport,No,No,Few times,Use cloth bags while shopping,80
4203,Walk/Cycle,No,Yes,Few times,Unplug unused chargers,60
4204,Public Transport,No,No,Rarely,Use public transport today,80
4205,Public Transport,Yes,Yes,No,Plant or water a plant,80
4206,Public Transport,No,Yes,Daily,Use cloth bags while shopping,50
4207,Public Transport,No,Yes,Few times,Try vegetarian meal,60
4208,Car,Yes,No,Few times,Unplug unused chargers,70
4209,Walk/Cycle,Yes,Yes,No,Carry reusable water bottle,80
4210,Car,Yes,Yes,Daily,Carry reusable water bottle,40
4211,Walk/Cycle,No,No,Few times,Try vegetarian meal,80
4212,Public Transport,Yes,Yes,No,Unplug unused chargers,80
4213,Walk/Cycle,No,No,Rarely,Unplug unused chargers,80
4214,Public Transport,No,No,Rarely,Avoid single-use plastic,80
4215,Walk/Cycle,Yes,Yes,Few times,Avoid single-use plastic,80
4216,Car,Yes,No,No,Avoid single-use plastic,70
4217,Public Transport,Yes,No,Few times,Walk instead of driving for short distances,100
4218,Car,No,Yes,Few times,Try vegetarian meal,30
4219,Walk/Cycle,No,No,Daily,Unplug unused chargers,70
4220,Walk/Cycle,Yes,No,No,Try vegetarian meal,100
4221,Walk/Cycle,No,No,Daily,Unplug unused chargers,70
4222,Public Transport,No,No,Daily,Try vegetarian meal,70
4223,Walk/Cycle,Yes,No,Rarely,Try vegetarian meal,100
4224,Public Transport,Yes,Yes,No,Avoid single-use plastic,80
4225,Walk/Cycle,Yes,Yes,No,Avoid single-use plastic,80
4226,Public Transport,Yes,No,Daily,Avoid single-use plastic,90
4227,Car,Yes,Yes,Rarely,Try vegetarian meal,50
4228,Walk/Cycle,No,Yes,Daily,Reduce electricity usage,50
4229,Walk/Cycle,Yes,Yes,Rarely,Try vegetarian meal,80
4230,Public Transport,No,No,Few times,Try vegetarian meal,80
4231,Car,No,Yes,Daily,Unplug unused chargers,20
4232,Public Transport,No,Yes,Rarely,Use public transport today,60
4233,Public Transport,No,No,Daily,Carry reusable water bottle,70
4234,Walk/Cycle,Yes,Yes,Rarely,Avoid single-use plastic,80
4235,Car,Yes,Yes,Rarely,Avoid single-use plastic,50
4236,Car,Yes,Yes,Few times,Try vegetarian meal,50
4237,Car,Yes,No,Rarely,Avoid single-use plastic,70
4238,Walk/Cycle,Yes,No,Daily,Walk instead of driving for short distances,90
4239,Car,Yes,No,Rarely,Turn off unused lights,70
4240,Public Transport,No,No,Daily,Avoid single-use plastic,70
4241,Car,Yes,No,Few times,Avoid single-use plastic,70
4242,Public Transport,No,No,No,Reduce shower time by 2 minutes,80
4243,Car,No,No,No,Plant or water a plant,50
4244,Public Transport,No,Yes,Few times,Carry reusable water bottle,60
4245,Car,No,No,Few times,Carry reusable water bottle,50
4246,Walk/Cycle,Yes,Yes,Rarely,Reduce shower time by 2 minutes,80
4247,Car,No,Yes,No,Use public transport today,30
4248,Public Transport,Yes,No,Rarely,Turn off unused lights,100
4249,Public Transport,Yes,Yes,No,Turn off unused lights,80
4250,Public Transport,No,Yes,Few times,Use cloth bags while shopping,60
4251,Public Transport,Yes,Yes,Daily,Reduce electricity usage,70
4252,Car,No,Yes,Few times,Unplug unused chargers,30
4253,Car,No,No,No,Turn off unused lights,50
4254,Car,Yes,No,No,Avoid single-use plastic,70
4255,Public Transport,No,Yes,Daily,Walk instead of driving for short distances,50
4256,Walk/Cycle,Yes,No,Daily,Carry reusable water bottle,90
4257,Car,Yes,No,Daily,Reduce electricity usage,60
4258,Car,Yes,Yes,No,Turn off unused lights,50
4259,Car,No,Yes,No,Carry reusable water bottle,30
4260,Walk/Cycle,Yes,Yes,Daily,Use public transport today,70
4261,Walk/Cycle,No,No,No,Plant or water a plant,80
4262,Car,No,Yes,No,Use cloth bags while shopping,30
4263,Walk/Cycle,No,Yes,No,Reduce shower time by 2 minutes,60
4264,Public Transport,No,No,Few times,Plant or water a plant,80
4265,Public Transport,No,No,Rarely,Try vegetarian meal,80
4266,Car,Yes,Yes,Rarely,Reduce shower time by 2 minutes,50
4267,Public Transport,No,Yes,No,Turn off unused lights,60
4268,Public Transport,Yes,Yes,Rarely,Turn off unused lights,80
4269,Walk/Cycle,Yes,Yes,No,Avoid single-use plastic,80
4270,Car,No,Yes,No,Turn off unused lights,30
4271,Walk/Cycle,No,Yes,Rarely,Unplug unused chargers,60
4272,Car,No,No,Few times,Use cloth bags while shopping,50
4273,Car,Yes,No,Few times,Walk instead of driving for short distances,70
4274,Public Transport,No,Yes,Rarely,Carry reusable water bottle,60
4275,Walk/Cycle,Yes,No,No,Reduce shower time by 2 minutes,100
4276,Car,No,No,Daily,Avoid single-use plastic,40
4277,Public Transport,No,Yes,Rarely,Use cloth bags while shopping,60
4278,Car,Yes,No,No,Use cloth bags while shopping,70
4279,Public Transport,No,No,No,Turn off unused lights,80
4280,Public Transport,Yes,No,Rarely,Plant or water a plant,100
4281,Walk/Cycle,Yes,Yes,Few times,Walk instead of driving for short distances,80
4282,Public Transport,No,Yes,Daily,Use public transport today,50
4283,Public Transport,Yes,Yes,Few times,Try vegetarian meal,80
4284,Car,No,No,Daily,Reduce shower time by 2 minutes,40
4285,Walk/Cycle,No,No,Rarely,Carry reusable water bottle,80
4286,Car,No,No,Rarely,Carry reusable water bottle,50
4287,Public Transport,Yes,Yes,Rarely,Reduce shower time by 2 minutes,80
4288,Public Transport,Yes,No,No,Use cloth bags while shopping,100
4289,Car,Yes,Yes,Rarely,Reduce shower time by 2 minutes,50
4290,Public Transport,Yes,No,Rarely,Carry reusable water bottle,100
4291,Public Transport,No,Yes,No,Unplug unused chargers,60
4292,Walk/Cycle,No,No,Daily,Avoid single-use plastic,70
4293,Walk/Cycle,Yes,No,Rarely,Reduce shower time by 2 minutes,100
4294,Car,Yes,Yes,No,Try vegetarian meal,50
4295,Public Transport,Yes,Yes,Few times,Avoid single-use plastic,80
4296,Walk/Cycle,Yes,No,Rarely,Avoid single-use plastic,100
4297,Public Transport,Yes,Yes,Daily,Avoid single-use plastic,70
4298,Public Transport,Yes,Yes,No,Use cloth bags while shopping,80
4299,Car,No,No,No,Carry reusable water bottle,50
4300,Walk/Cycle,No,Yes,No,Try vegetarian meal,60
4301,Public Transport,No,No,Few times,Turn off unused lights,80
4302,Walk/Cycle,No,Yes,Rarely,Use cloth bags while shopping,60
4303,Car,No,Yes,Few times,Carry reusable water bottle,30
4304,Car,Yes,Yes,Daily,Reduce electricity usage,40
4305,Public Transport,No,Yes,No,Carry reusable water bottle,60
4306,Car,No,Yes,Daily,Reduce shower time by 2 minutes,20
4307,Public Transport,No,No,No,Try vegetarian meal,80
4308,Car,Yes,Yes,Daily,Reduce electricity usage,40
4309,Car,No,Yes,Daily,Reduce shower time by 2 minutes,20
4310,Public Transport,No,Yes,Rarely,Use cloth bags while shopping,60
4311,Car,Yes,No,Few times,Try vegetarian meal,70
4312,Public Transport,No,Yes,Few times,Reduce shower time by 2 minutes,60
4313,Public Transport,Yes,Yes,Rarely,Avoid single-use plastic,80
4314,Walk/Cycle,No,Yes,Rarely,Reduce electricity usage,60
4315,Car,Yes,Yes,Daily,Turn off unused lights,40
4316,Car,No,Yes,No,Unplug unused chargers,30
4317,Car,Yes,No,Daily,Turn off unused lights,60
4318,Car,No,Yes,No,Avoid single-use plastic,30
4319,Walk/Cycle,Yes,No,No,Try vegetarian meal,100
4320,Walk/Cycle,Yes,Yes,No,Carry reusable water bottle,80
4321,Car,Yes,Yes,No,Unplug unused chargers,50
4322,Car,No,Yes,Few times,Reduce electricity usage,30
4323,Walk/Cycle,Yes,No,Few times,Unplug unused chargers,100
4324,Public Transport,Yes,Yes,Rarely,Plant or water a plant,80
4325,Walk/Cycle,Yes,Yes,Daily,Use cloth bags while shopping,70
4326,Car,No,Yes,Daily,Reduce shower time by 2 minutes,20
4327,Public Transport,Yes,No,No,Avoid single-use plastic,100
4328,Public Transport,No,Yes,Daily,Walk instead of driving for short distances,50
4329,Public Transport,Yes,Yes,Rarely,Unplug unused chargers,80
4330,Car,Yes,Yes,Daily,Reduce shower time by 2 minutes,40
4331,Walk/Cycle,No,Yes,No,Reduce shower time by 2 minutes,60
4332,Car,Yes,Yes,No,Reduce shower time by 2 minutes,50
4333,Walk/Cycle,Yes,Yes,Few times,Carry reusable water bottle,80
4334,Walk/Cycle,No,Yes,Few times,Avoid single-use plastic,60
4335,Walk/Cycle,No,No,Rarely,Reduce shower time by 2 minutes,80
4336,Walk/Cycle,Yes,No,Rarely,Carry reusable water bottle,100
4337,Walk/Cycle,Yes,Yes,Rarely,Carry reusable water bottle,80
4338,Car,No,Yes,Few times,Reduce electricity usage,30
4339,Walk/Cycle,No,No,No,Reduce shower time by 2 minutes,80
4340,Public Transport,No,No,Daily,Use cloth bags while shopping,70
4341,Public Transport,No,Yes,Rarely,Unplug unused chargers,60
4342,Public Transport,Yes,Yes,No,Walk instead of driving for short distances,80
4343,Car,No,Yes,No,Try vegetarian meal,30
4344,Public Transport,Yes,No,Few times,Carry reusable water bottle,100
4345,Walk/Cycle,No,Yes,Daily,Try vegetarian meal,50
4346,Walk/Cycle,No,No,Daily,Walk instead of driving for short distances,70
4347,Public Transport,Yes,Yes,Few times,Use public transport today,80
4348,Car,Yes,Yes,Daily,Try vegetarian meal,40
4349,Walk/Cycle,No,No,Rarely,Unplug unused chargers,80
4350,Public Transport,Yes,Yes,Daily,Avoid single-use plastic,70
4351,Walk/Cycle,No,No,Few times,Plant or water a plant,80
4352,Car,No,Yes,Daily,Use public transport today,20
4353,Walk/Cycle,No,No,No,Carry reusable water bottle,80
4354,Public Transport,Yes,No,Few times,Turn off unused lights,100
4355,Car,Yes,Yes,Rarely,Reduce shower time by 2 minutes,50
4356,Public Transport,Yes,No,Rarely,Reduce electricity usage,100
4357,Public Transport,No,No,Rarely,Reduce electricity usage,80
4358,Car,No,Yes,Few times,Use cloth bags while shopping,30
4359,Public Transport,Yes,Yes,Rarely,Walk instead of driving for short distances,80
4360,Car,Yes,No,Rarely,Unplug unused chargers,70
4361,Walk/Cycle,Yes,Yes,Rarely,Use public transport today,80
4362,Walk/Cycle,No,Yes,Daily,Plant or water a plant,50
4363,Walk/Cycle,No,No,Daily,Walk instead of driving for short distances,70
4364,Walk/Cycle,No,Yes,Rarely,Turn off unused lights,60
4365,Public Transport,No,Yes,No,Reduce shower time by 2 minutes,60
4366,Car,Yes,No,Few times,Unplug unused chargers,70
4367,Walk/Cycle,No,Yes,Daily,Plant or water a plant,50
4368,Walk/Cycle,Yes,Yes,Daily,Use cloth bags while shopping,70
4369,Public Transport,No,No,Few times,Try vegetarian meal,80
4370,Car,No,No,Rarely,Reduce electricity usage,50
4371,Public Transport,Yes,Yes,Daily,Try vegetarian meal,70
4372,Car,Yes,Yes,Rarely,Carry reusable water bottle,50
4373,Public Transport,Yes,Yes,Rarely,Avoid single-use plastic,80
4374,Car,No,Yes,Daily,Reduce shower time by 2 minutes,20
4375,Walk/Cycle,Yes,Yes,Rarely,Walk instead of driving for short distances,80
4376,Car,Yes,No,Few times,Plant or water a plant,70
4377,Public Transport,Yes,No,Rarely,Carry reusable water bottle,100
4378,Walk/Cycle,No,Yes,Rarely,Reduce electricity usage,60
4379,Car,No,No,No,Walk instead of driving for short distances,50
4380,Car,Yes,No,Few times,Turn off unused lights,70
4381,Car,Yes,No,No,Turn off unused lights,70
4382,Public Transport,No,Yes,No,Reduce electricity usage,60
4383,Public Transport,No,No,Daily,Use public transport today,70
4384,Public Transport,No,Yes,Daily,Unplug unused chargers,50
4385,Public Transport,No,No,Daily,Unplug unused chargers,70
4386,Walk/Cycle,No,No,Few times,Avoid single-use plastic,80
4387,Public Transport,Yes,Yes,No,Reduce electricity usage,80
4388,Car,No,No,Rarely,Reduce electricity usage,50
4389,Walk/Cycle,Yes,No,Daily,Use cloth bags while shopping,90
4390,Car,No,No,Few times,Plant or water a plant,50
4391,Public Transport,Yes,No,Rarely,Unplug unused chargers,100
4392,Public Transport,Yes,Yes,Daily,Use public transport today,70
4393,Public Transport,Yes,Yes,Few times,Use cloth bags while shopping,80
4394,Public Transport,Yes,No,Few times,Carry reusable water bottle,100
4395,Car,No,No,No,Use cloth bags while shopping,50
4396,Car,No,No,Daily,Reduce shower time by 2 minutes,40
4397,Public Transport,Yes,Yes,Rarely,Use cloth bags while shopping,80
4398,Public Transport,No,Yes,Daily,Turn off unused lights,50
4399,Car,Yes,No,Rarely,Use public transport today,70
4400,Walk/Cycle,Yes,Yes,No,Carry reusable water bottle,80
4401,Walk/Cycle,Yes,No,Daily,Unplug unused chargers,90
4402,Car,No,No,Daily,Try vegetarian meal,40
4403,Car,No,Yes,Rarely,Walk instead of driving for short distances,30
4404,Car,Yes,No,Daily,Reduce electricity usage,60
4405,Walk/Cycle,No,No,Few times,Try vegetarian meal,80
4406,Public Transport,No,No,Daily,Unplug unused chargers,70
4407,Car,No,Yes,Few times,Reduce electricity usage,30
4408,Public Transport,Yes,Yes,Rarely,Reduce electricity usage,80
4409,Walk/Cycle,No,No,Daily,Use public transport today,70
4410,Walk/Cycle,Yes,Yes,Few times,Use cloth bags while shopping,80
4411,Car,Yes,Yes,Rarely,Carry reusable water bottle,50
4412,Public Transport,Yes,No,Daily,Try vegetarian meal,90
4413,Public Transport,No,No,No,Unplug unused chargers,80
4414,Car,Yes,Yes,Rarely,Turn off unused lights,50
4415,Car,Yes,No,No,Turn off unused lights,70
4416,Walk/Cycle,Yes,Yes,Daily,Reduce electricity usage,70
4417,Public Transport,No,Yes,Rarely,Unplug unused chargers,60
4418,Walk/Cycle,No,Yes,Daily,Try vegetarian meal,50
4419,Car,No,Yes,Daily,Unplug unused chargers,20
4420,Walk/Cycle,Yes,Yes,Daily,Carry reusable water bottle,70
4421,Walk/Cycle,No,Yes,Daily,Carry reusable water bottle,50
4422,Walk/Cycle,No,No,Daily,Turn off unused lights,70
4423,Public Transport,No,No,Rarely,Walk instead of driving for short distances,80
4424,Car,No,Yes,Rarely,Avoid single-use plastic,30
4425,Car,No,Yes,Daily,Plant or water a plant,20
4426,Public Transport,No,Yes,No,Carry reusable water bottle,60
4427,Car,Yes,No,Few times,Unplug unused chargers,70
4428,Walk/Cycle,Yes,No,Daily,Turn off unused lights,90
4429,Public Transport,No,Yes,Daily,Reduce shower time by 2 minutes,50
4430,Walk/Cycle,No,Yes,Daily,Carry reusable water bottle,50
4431,Walk/Cycle,No,Yes,Few times,Turn off unused lights,60
4432,Car,Yes,No,Rarely,Unplug unused chargers,70
4433,Walk/Cycle,No,Yes,No,Reduce electricity usage,60
4434,Walk/Cycle,Yes,No,Few times,Use cloth bags while shopping,100
4435,Public Transport,No,No,No,Use cloth bags while shopping,80
4436,Public Transport,Yes,Yes,No,Walk instead of driving for short distances,80
4437,Car,No,No,Daily,Turn off unused lights,40
4438,Car,Yes,Yes,Few times,Reduce electricity usage,50
4439,Car,Yes,Yes,Few times,Reduce electricity usage,50
4440,Walk/Cycle,Yes,No,No,Use public transport today,100
4441,Public Transport,No,No,Few times,Reduce electricity usage,80
4442,Car,Yes,Yes,Few times,Carry reusable water bottle,50
4443,Car,No,No,Daily,Try vegetarian meal,40
4444,Public Transport,No,Yes,Daily,Avoid single-use plastic,50
4445,Public Transport,No,Yes,Few times,Carry reusable water bottle,60
4446,Public Transport,No,No,Rarely,Plant or water a plant,80
4447,Public Transport,Yes,No,Daily,Reduce shower time by 2 minutes,90
4448,Public Transport,Yes,No,Daily,Reduce electricity usage,90
4449,Public Transport,No,No,Rarely,Reduce shower time by 2 minutes,80
4450,Public Transport,No,Yes,Rarely,Carry reusable water bottle,60
4451,Walk/Cycle,Yes,Yes,Rarely,Carry reusable water bottle,80
4452,Walk/Cycle,Yes,Yes,Few times,Carry reusable water bottle,80
4453,Walk/Cycle,No,Yes,Daily,Carry reusable water bottle,50
4454,Car,No,Yes,Daily,Try vegetarian meal,20
4455,Walk/Cycle,Yes,Yes,No,Carry reusable water bottle,80
4456,Walk/Cycle,Yes,Yes,Rarely,Reduce shower time by 2 minutes,80
4457,Public Transport,Yes,Yes,Rarely,Reduce shower time by 2 minutes,80
4458,Walk/Cycle,Yes,No,No,Use public transport today,100
4459,Car,No,Yes,Few times,Carry reusable water bottle,30
4460,Public Transport,No,No,Few times,Try vegetarian meal,80
4461,Car,No,No,Few times,Carry reusable water bottle,50
4462,Walk/Cycle,No,Yes,Daily,Walk instead of driving for short distances,50
4463,Car,No,No,Few times,Walk instead of driving for short distances,50
4464,Public Transport,No,Yes,Rarely,Unplug unused chargers,60
4465,Car,Yes,No,No,Use cloth bags while shopping,70
4466,Public Transport,No,Yes,No,Unplug unused chargers,60
4467,Car,No,No,Daily,Avoid single-use plastic,40
4468,Car,Yes,No,Daily,Reduce electricity usage,60
4469,Walk/Cycle,No,No,No,Use public transport today,80
4470,Car,No,No,Daily,Use cloth bags while shopping,40
4471,Car,Yes,No,Few times,Unplug unused chargers,70
4472,Public Transport,Yes,Yes,Rarely,Reduce shower time by 2 minutes,80
4473,Walk/Cycle,Yes,Yes,Daily,Unplug unused chargers,70
4474,Car,No,Yes,No,Walk instead of driving for short distances,30
4475,Car,No,Yes,Daily,Unplug unused chargers,20
4476,Car,No,Yes,Daily,Reduce electricity usage,20
4477,Public Transport,No,Yes,Few times,Walk instead of driving for short distances,60
4478,Car,Yes,No,Few times,Use cloth bags while shopping,70
4479,Walk/Cycle,No,Yes,Daily,Turn off unused lights,50
4480,Car,No,No,No,Try vegetarian meal,50
4481,Public Transport,No,No,Rarely,Carry reusable water bottle,80
4482,Car,No,No,No,Reduce shower time by 2 minutes,50
4483,Public Transport,No,Yes,Rarely,Avoid single-use plastic,60
4484,Car,No,No,Rarely,Avoid single-use plastic,50
4485,Public Transport,No,Yes,No,Try vegetarian meal,60
4486,Walk/Cycle,No,Yes,Rarely,Avoid single-use plastic,60
4487,Public Transport,No,No,Daily,Use public transport today,70
4488,Car,No,Yes,No,Use public transport today,30
4489,Car,No,Yes,No,Try vegetarian meal,30
4490,Car,No,No,Daily,Use public transport today,40
4491,Public Transport,No,No,Few times,Turn off unused lights,80
4492,Walk/Cycle,No,No,Daily,Use public transport today,70
4493,Public Transport,Yes,No,Few times,Walk instead of driving for short distances,100
4494,Walk/Cycle,Yes,No,Rarely,Walk instead of driving for short distances,100
4495,Walk/Cycle,No,Yes,Daily,Plant or water a plant,50
4496,Car,No,No,No,Carry reusable water bottle,50
4497,Car,No,No,No,Use public transport today,50
4498,Walk/Cycle,No,No,Rarely,Plant or water a plant,80
4499,Walk/Cycle,No,No,Few times,Carry reusable water bottle,80
4500,Public Transport,No,No,Daily,Use public transport today,70
4501,Walk/Cycle,No,No,Daily,Use public transport today,70
4502,Walk/Cycle,Yes,Yes,Daily,Walk instead of driving for short distances,70
4503,Walk/Cycle,No,Yes,Few times,Avoid single-use plastic,60
4504,Public Transport,No,Yes,Rarely,Reduce electricity usage,60
4505,Car,Yes,Yes,No,Avoid single-use plastic,50
4506,Car,Yes,No,No,Reduce shower time by 2 minutes,70
4507,Walk/Cycle,No,No,No,Avoid single-use plastic,80
4508,Walk/Cycle,Yes,Yes,Daily,Use public transport today,70
4509,Public Transport,Yes,No,Daily,Reduce electricity usage,90
4510,Walk/Cycle,Yes,Yes,No,Turn off unused lights,80
4511,Walk/Cycle,Yes,No,Few times,Avoid single-use plastic,100
4512,Public Transport,No,Yes,Rarely,Try vegetarian meal,60
4513,Walk/Cycle,Yes,Yes,Rarely,Carry reusable water bottle,80
4514,Public Transport,Yes,No,Daily,Walk instead of driving for short distances,90
4515,Car,Yes,No,Few times,Reduce electricity usage,70
4516,Walk/Cycle,No,Yes,No,Walk instead of driving for short distances,60
4517,Public Transport,Yes,No,No,Reduce shower time by 2 minutes,100
4518,Car,No,No,Rarely,Use cloth bags while shopping,50
4519,Car,No,Yes,Rarely,Reduce electricity usage,30
4520,Public Transport,No,Yes,Rarely,Reduce shower time by 2 minutes,60
4521,Car,Yes,Yes,Rarely,Walk instead of driving for short distances,50
4522,Walk/Cycle,Yes,No,No,Turn off unused lights,100
4523,Car,Yes,Yes,No,Reduce shower time by 2 minutes,50
4524,Public Transport,No,Yes,No,Try vegetarian meal,60
4525,Car,No,No,Few times,Reduce electricity usage,50
4526,Car,Yes,Yes,Few times,Avoid single-use plastic,50
4527,Public Transport,No,Yes,Daily,Try vegetarian meal,50
4528,Car,Yes,Yes,Daily,Unplug unused chargers,40
4529,Car,No,No,Daily,Use public transport today,40
4530,Public Transport,No,No,Few times,Reduce electricity usage,80
4531,Walk/Cycle,No,No,Rarely,Plant or water a plant,80
4532,Public Transport,Yes,Yes,Rarely,Try vegetarian meal,80
4533,Walk/Cycle,Yes,Yes,Daily,Try vegetarian meal,70
4534,Car,No,Yes,Rarely,Reduce shower time by 2 minutes,30
4535,Walk/Cycle,Yes,No,Daily,Reduce electricity usage,90
4536,Car,No,No,Daily,Avoid single-use plastic,40
4537,Car,Yes,Yes,Rarely,Turn off unused lights,50
4538,Car,Yes,No,Rarely,Turn off unused lights,70
4539,Car,Yes,No,Rarely,Use public transport today,70
4540,Car,Yes,No,Rarely,Turn off unused lights,70
4541,Public Transport,No,No,Daily,Unplug unused chargers,70
4542,Public Transport,Yes,Yes,Rarely,Turn off unused lights,80
4543,Car,Yes,No,Few times,Avoid single-use plastic,70
4544,Walk/Cycle,No,No,Rarely,Reduce shower time by 2 minutes,80
4545,Public Transport,Yes,Yes,Few times,Walk instead of driving for short distances,80
4546,Public Transport,Yes,No,Few times,Reduce shower time by 2 minutes,100
4547,Walk/Cycle,Yes,No,Rarely,Carry reusable water bottle,100
4548,Public Transport,Yes,Yes,Rarely,Reduce electricity usage,80
4549,Car,Yes,No,Daily,Plant or water a plant,60
4550,Car,No,No,No,Avoid single-use plastic,50
4551,Public Transport,Yes,No,Rarely,Unplug unused chargers,100
4552,Public Transport,No,No,Daily,Walk instead of driving for short distances,70
4553,Car,Yes,Yes,No,Use public transport today,50
4554,Walk/Cycle,Yes,Yes,Few times,Carry reusable water bottle,80
4555,Car,Yes,Yes,Few times,Reduce shower time by 2 minutes,50
4556,Car,No,Yes,Rarely,Walk instead of driving for short distances,30
4557,Car,Yes,Yes,Few times,Unplug unused chargers,50
4558,Public Transport,No,No,No,Use public transport today,80
